rq,condition,ip,size,distance_km,date,attempts,sent,replies,loss_pct,mean_ms,min_ms,max_ms
5,idle,1.1.1.1,56,,,50,50,50,0.0,77.0325793801021,16.488166998897213,205.89142100106983
5,download,1.1.1.1,56,,,50,50,50,0.0,63.124993379969965,16.189116000532522,167.7772949988139
