rq,condition,distance_km,timestamp,host,ip,sequence,size,bytes,ttl,rtt_ms,status
2,wired,,2026-09-15T16:24:15+10:00,1.1.1.1,1.1.1.1,1,56,64,55,40.117947999988246,reply
2,wired,,2026-09-15T16:24:16+10:00,1.1.1.1,1.1.1.1,2,56,64,55,64.06226000001425,reply
2,wired,,2026-09-15T16:24:17+10:00,1.1.1.1,1.1.1.1,3,56,64,55,88.1295950000549,reply
2,wired,,2026-09-15T16:24:18+10:00,1.1.1.1,1.1.1.1,4,56,64,55,112.13811100003568,reply
2,wired,,2026-09-15T16:24:19+10:00,1.1.1.1,1.1.1.1,5,56,64,55,136.14642699997148,reply
2,wired,,2026-09-15T16:24:20+10:00,1.1.1.1,1.1.1.1,6,56,64,55,58.31711400003314,reply
2,wired,,2026-09-15T16:24:21+10:00,1.1.1.1,1.1.1.1,7,56,64,55,81.75634300005186,reply
2,wired,,2026-09-15T16:24:22+10:00,1.1.1.1,1.1.1.1,8,56,64,55,105.79407299997001,reply
2,wired,,2026-09-15T16:24:23+10:00,1.1.1.1,1.1.1.1,9,56,64,55,36.850056000048426,reply
2,wired,,2026-09-15T16:24:24+10:00,1.1.1.1,1.1.1.1,10,56,64,55,51.31604400003198,reply
2,wired,,2026-09-15T16:24:25+10:00,8.8.8.8,8.8.8.8,1,56,64,114,41.67070400001194,reply
2,wired,,2026-09-15T16:24:26+10:00,8.8.8.8,8.8.8.8,2,56,64,114,47.570818000053805,reply
2,wired,,2026-09-15T16:24:27+10:00,8.8.8.8,8.8.8.8,3,56,64,114,24.962587999993957,reply
2,wired,,2026-09-15T16:24:28+10:00,8.8.8.8,8.8.8.8,4,56,64,114,95.65112199993564,reply
2,wired,,2026-09-15T16:24:29+10:00,8.8.8.8,8.8.8.8,5,56,64,114,119.65799799997967,reply
2,wired,,2026-09-15T16:24:30+10:00,8.8.8.8,8.8.8.8,6,56,64,114,41.59447500001079,reply
2,wired,,2026-09-15T16:24:31+10:00,8.8.8.8,8.8.8.8,7,56,64,114,65.2703289999863,reply
2,wired,,2026-09-15T16:24:32+10:00,8.8.8.8,8.8.8.8,8,56,64,114,89.25941600000442,reply
2,wired,,2026-09-15T16:24:33+10:00,8.8.8.8,8.8.8.8,9,56,64,114,113.28894000007494,reply
2,wired,,2026-09-15T16:24:34+10:00,8.8.8.8,8.8.8.8,10,56,64,114,51.253769000027205,reply
2,wired,,2026-09-15T16:24:35+10:00,9.9.9.9,9.9.9.9,1,56,64,52,109.60720100001708,reply
2,wired,,2026-09-15T16:24:36+10:00,9.9.9.9,9.9.9.9,2,56,64,52,133.24314200008303,reply
2,wired,,2026-09-15T16:24:37+10:00,9.9.9.9,9.9.9.9,3,56,64,52,55.196935000026315,reply
2,wired,,2026-09-15T16:24:38+10:00,9.9.9.9,9.9.9.9,4,56,64,52,79.21892399997432,reply
2,wired,,2026-09-15T16:24:39+10:00,9.9.9.9,9.9.9.9,5,56,64,52,103.25297500003217,reply
2,wired,,2026-09-15T16:24:40+10:00,9.9.9.9,9.9.9.9,6,56,64,52,127.26503800001865,reply
2,wired,,2026-09-15T16:24:41+10:00,9.9.9.9,9.9.9.9,7,56,64,52,48.884721000035825,reply
2,wired,,2026-09-15T16:24:42+10:00,9.9.9.9,9.9.9.9,8,56,64,52,72.84287599998152,reply
2,wired,,2026-09-15T16:24:43+10:00,9.9.9.9,9.9.9.9,9,56,64,52,96.76637300003677,reply
2,wired,,2026-09-15T16:24:44+10:00,9.9.9.9,9.9.9.9,10,56,64,52,120.36782799998491,reply
