rq,condition,distance_km,timestamp,host,ip,sequence,size,bytes,ttl,rtt_ms,status
5,idle,,2026-09-15T16:27:20+10:00,1.1.1.1,1.1.1.1,33,56,64,55,52.80287400000816,reply
5,idle,,2026-09-15T16:27:21+10:00,1.1.1.1,1.1.1.1,34,56,64,55,126.2717120000616,reply
5,idle,,2026-09-15T16:27:22+10:00,1.1.1.1,1.1.1.1,35,56,64,55,52.92347499994321,reply
5,idle,,2026-09-15T16:27:23+10:00,1.1.1.1,1.1.1.1,36,56,64,55,70.85993500004406,reply
5,idle,,2026-09-15T16:27:24+10:00,1.1.1.1,1.1.1.1,37,56,64,55,94.69013400007498,reply
5,idle,,2026-09-15T16:27:25+10:00,1.1.1.1,1.1.1.1,38,56,64,55,118.57998199991471,reply
5,idle,,2026-09-15T16:27:26+10:00,1.1.1.1,1.1.1.1,39,56,64,55,40.05081799994059,reply
5,idle,,2026-09-15T16:27:27+10:00,1.1.1.1,1.1.1.1,40,56,64,55,63.91107399997509,reply
5,idle,,2026-09-15T16:27:28+10:00,1.1.1.1,1.1.1.1,41,56,64,55,87.79479199995421,reply
5,idle,,2026-09-15T16:27:29+10:00,1.1.1.1,1.1.1.1,42,56,64,55,111.64914200003295,reply
5,idle,,2026-09-15T16:27:30+10:00,1.1.1.1,1.1.1.1,43,56,64,55,33.277202000022044,reply
5,idle,,2026-09-15T16:27:31+10:00,1.1.1.1,1.1.1.1,44,56,64,55,57.818152000095324,reply
5,idle,,2026-09-15T16:27:32+10:00,1.1.1.1,1.1.1.1,45,56,64,55,80.88468000005378,reply
5,idle,,2026-09-15T16:27:33+10:00,1.1.1.1,1.1.1.1,46,56,64,55,104.75030700001753,reply
5,idle,,2026-09-15T16:27:34+10:00,1.1.1.1,1.1.1.1,47,56,64,55,27.612886000042636,reply
5,idle,,2026-09-15T16:27:35+10:00,1.1.1.1,1.1.1.1,48,56,64,55,50.053546999947685,reply
5,idle,,2026-09-15T16:27:36+10:00,1.1.1.1,1.1.1.1,49,56,64,55,30.80301700003929,reply
5,idle,,2026-09-15T16:27:37+10:00,1.1.1.1,1.1.1.1,50,56,64,55,98.07435499999428,reply
5,download,,2026-09-15T16:27:38+10:00,1.1.1.1,1.1.1.1,1,56,64,55,489.4943989999092,reply
5,download,,2026-09-15T16:27:39+10:00,1.1.1.1,1.1.1.1,2,56,64,55,203.31865499997548,reply
5,download,,2026-09-15T16:27:40+10:00,1.1.1.1,1.1.1.1,3,56,0,,,timeout
5,download,,2026-09-15T16:27:42+10:00,1.1.1.1,1.1.1.1,4,56,64,55,45.15991799996755,reply
5,download,,2026-09-15T16:27:43+10:00,1.1.1.1,1.1.1.1,5,56,64,55,65.12354599999526,reply
5,download,,2026-09-15T16:27:44+10:00,1.1.1.1,1.1.1.1,6,56,64,55,37.009437999927286,reply
5,download,,2026-09-15T16:27:45+10:00,1.1.1.1,1.1.1.1,7,56,64,55,92.59685199992873,reply
5,download,,2026-09-15T16:27:46+10:00,1.1.1.1,1.1.1.1,8,56,64,55,140.61108600003536,reply
5,download,,2026-09-15T16:27:47+10:00,1.1.1.1,1.1.1.1,9,56,64,55,24.016259000063656,reply
5,download,,2026-09-15T16:27:48+10:00,1.1.1.1,1.1.1.1,10,56,64,55,96.99029000000792,reply
5,download,,2026-09-15T16:27:49+10:00,1.1.1.1,1.1.1.1,11,56,64,55,64.70380800010389,reply
5,download,,2026-09-15T16:27:50+10:00,1.1.1.1,1.1.1.1,12,56,64,55,67.16127300001062,reply
5,download,,2026-09-15T16:27:51+10:00,1.1.1.1,1.1.1.1,13,56,64,55,68.96147800000563,reply
5,download,,2026-09-15T16:27:52+10:00,1.1.1.1,1.1.1.1,14,56,64,55,27.198229999953583,reply
5,download,,2026-09-15T16:27:53+10:00,1.1.1.1,1.1.1.1,15,56,64,55,159.76517799992962,reply
5,download,,2026-09-15T16:27:54+10:00,1.1.1.1,1.1.1.1,16,56,64,55,45.01241899993147,reply
5,download,,2026-09-15T16:27:55+10:00,1.1.1.1,1.1.1.1,17,56,64,55,50.72502100006204,reply
5,download,,2026-09-15T16:27:56+10:00,1.1.1.1,1.1.1.1,18,56,64,55,75.58712099989862,reply
5,download,,2026-09-15T16:27:57+10:00,1.1.1.1,1.1.1.1,19,56,64,55,46.85225799994441,reply
5,download,,2026-09-15T16:27:58+10:00,1.1.1.1,1.1.1.1,20,56,64,55,28.243897999914225,reply
5,download,,2026-09-15T16:27:59+10:00,1.1.1.1,1.1.1.1,21,56,64,55,144.0627530000711,reply
5,download,,2026-09-15T16:28:00+10:00,1.1.1.1,1.1.1.1,22,56,64,55,62.07195399997545,reply
5,download,,2026-09-15T16:28:01+10:00,1.1.1.1,1.1.1.1,23,56,64,55,211.28424799996992,reply
5,download,,2026-09-15T16:28:02+10:00,1.1.1.1,1.1.1.1,24,56,64,55,215.78261100000873,reply
5,download,,2026-09-15T16:28:03+10:00,1.1.1.1,1.1.1.1,25,56,64,55,137.30219399997168,reply
5,download,,2026-09-15T16:28:04+10:00,1.1.1.1,1.1.1.1,26,56,64,55,143.5897210000121,reply
5,download,,2026-09-15T16:28:05+10:00,1.1.1.1,1.1.1.1,27,56,64,55,82.82400400003098,reply
5,download,,2026-09-15T16:28:06+10:00,1.1.1.1,1.1.1.1,28,56,64,55,209.0671089999887,reply
5,download,,2026-09-15T16:28:07+10:00,1.1.1.1,1.1.1.1,29,56,64,55,130.4185910000797,reply
5,download,,2026-09-15T16:28:08+10:00,1.1.1.1,1.1.1.1,30,56,64,55,154.35822799997823,reply
5,download,,2026-09-15T16:28:09+10:00,1.1.1.1,1.1.1.1,31,56,64,55,280.5975460000809,reply
5,download,,2026-09-15T16:28:10+10:00,1.1.1.1,1.1.1.1,32,56,64,55,202.169255000058,reply
5,download,,2026-09-15T16:28:11+10:00,1.1.1.1,1.1.1.1,33,56,64,55,123.62767100000838,reply
5,download,,2026-09-15T16:28:12+10:00,1.1.1.1,1.1.1.1,34,56,64,55,147.567816999981,reply
5,download,,2026-09-15T16:28:13+10:00,1.1.1.1,1.1.1.1,35,56,64,55,273.8082259999146,reply
5,download,,2026-09-15T16:28:14+10:00,1.1.1.1,1.1.1.1,36,56,64,55,195.34983300002295,reply
5,download,,2026-09-15T16:28:15+10:00,1.1.1.1,1.1.1.1,37,56,64,55,116.83703099993181,reply
5,download,,2026-09-15T16:28:16+10:00,1.1.1.1,1.1.1.1,38,56,64,55,140.73884200001885,reply
5,download,,2026-09-15T16:28:17+10:00,1.1.1.1,1.1.1.1,39,56,64,55,218.4623839999631,reply
5,download,,2026-09-15T16:28:18+10:00,1.1.1.1,1.1.1.1,40,56,64,55,188.542261000066,reply
5,download,,2026-09-15T16:28:19+10:00,1.1.1.1,1.1.1.1,41,56,64,55,110.03921999997601,reply
5,download,,2026-09-15T16:28:20+10:00,1.1.1.1,1.1.1.1,42,56,64,55,133.9705430000322,reply
5,download,,2026-09-15T16:28:21+10:00,1.1.1.1,1.1.1.1,43,56,64,55,260.2610909999612,reply
5,download,,2026-09-15T16:28:22+10:00,1.1.1.1,1.1.1.1,44,56,64,55,181.77288800006863,reply
5,download,,2026-09-15T16:28:23+10:00,1.1.1.1,1.1.1.1,45,56,64,55,103.26935599994158,reply
5,download,,2026-09-15T16:28:24+10:00,1.1.1.1,1.1.1.1,46,56,64,55,128.03954100002102,reply
5,download,,2026-09-15T16:28:25+10:00,1.1.1.1,1.1.1.1,47,56,64,55,253.4540950000519,reply
5,download,,2026-09-15T16:28:26+10:00,1.1.1.1,1.1.1.1,48,56,64,55,174.99645299994881,reply
5,download,,2026-09-15T16:28:27+10:00,1.1.1.1,1.1.1.1,49,56,64,55,168.79843600008826,reply
5,download,,2026-09-15T16:28:28+10:00,1.1.1.1,1.1.1.1,50,56,64,55,120.40780500001347,reply
