rq,condition,ip,size,distance_km,date,attempts,sent,replies,loss_pct,mean_ms,min_ms,max_ms
3,afternoon,1.1.1.1,56,,2026-09-15,10,10,10,0.0,16.43676950000099,8.661931000006007,57.19136100015021
3,afternoon,8.8.8.8,56,,2026-09-15,10,10,10,0.0,29.474783799969373,9.51690800002325,178.62083399995754
3,afternoon,9.9.9.9,56,,2026-09-15,10,10,10,0.0,37.48759240004347,8.371143000204029,117.65060800007632
