rq,condition,ip,size,distance_km,date,attempts,sent,replies,loss_pct,mean_ms,min_ms,max_ms
5,idle,1.1.1.1,56,,,50,50,50,0.0,88.18934246000708,27.612886000042636,154.12875599997733
5,download,1.1.1.1,56,,,50,50,49,2.0,139.6327108979551,24.016259000063656,489.4943989999092
