rq,condition,distance_km,timestamp,host,ip,sequence,size,bytes,ttl,rtt_ms,status
2,wired,,2026-09-15T19:31:47+10:00,1.1.1.1,1.1.1.1,1,56,64,55,1106.275944999652,reply
2,wired,,2026-09-15T19:31:48+10:00,1.1.1.1,1.1.1.1,2,56,64,55,24.938188000305672,reply
2,wired,,2026-09-15T19:31:49+10:00,1.1.1.1,1.1.1.1,3,56,64,55,7.998482999028056,reply
2,wired,,2026-09-15T19:31:50+10:00,1.1.1.1,1.1.1.1,4,56,64,55,9.425000000192085,reply
2,wired,,2026-09-15T19:31:51+10:00,1.1.1.1,1.1.1.1,5,56,64,55,11.923991000003298,reply
2,wired,,2026-09-15T19:31:52+10:00,1.1.1.1,1.1.1.1,6,56,64,55,76.86996099982935,reply
2,wired,,2026-09-15T19:31:53+10:00,1.1.1.1,1.1.1.1,7,56,64,55,10.184504999415367,reply
2,wired,,2026-09-15T19:31:54+10:00,1.1.1.1,1.1.1.1,8,56,64,55,6.566836000274634,reply
2,wired,,2026-09-15T19:31:55+10:00,1.1.1.1,1.1.1.1,9,56,64,55,11.313425000480493,reply
2,wired,,2026-09-15T19:31:56+10:00,1.1.1.1,1.1.1.1,10,56,64,55,7.1164569999382365,reply
2,wired,,2026-09-15T19:31:57+10:00,8.8.8.8,8.8.8.8,1,56,64,115,6.808669999372796,reply
2,wired,,2026-09-15T19:31:58+10:00,8.8.8.8,8.8.8.8,2,56,64,115,225.7209689996671,reply
2,wired,,2026-09-15T19:31:59+10:00,8.8.8.8,8.8.8.8,3,56,64,115,12.442954999642097,reply
2,wired,,2026-09-15T19:32:00+10:00,8.8.8.8,8.8.8.8,4,56,64,115,17.08446699922206,reply
2,wired,,2026-09-15T19:32:01+10:00,8.8.8.8,8.8.8.8,5,56,64,115,11.406379000618472,reply
2,wired,,2026-09-15T19:32:02+10:00,8.8.8.8,8.8.8.8,6,56,64,115,7.433062000927748,reply
2,wired,,2026-09-15T19:32:03+10:00,8.8.8.8,8.8.8.8,7,56,64,115,14.691796000988688,reply
2,wired,,2026-09-15T19:32:04+10:00,8.8.8.8,8.8.8.8,8,56,64,115,17.647062999458285,reply
2,wired,,2026-09-15T19:32:05+10:00,8.8.8.8,8.8.8.8,9,56,64,115,11.680884001179948,reply
2,wired,,2026-09-15T19:32:06+10:00,8.8.8.8,8.8.8.8,10,56,64,115,12.980834999325452,reply
2,wired,,2026-09-15T19:32:07+10:00,9.9.9.9,9.9.9.9,1,56,64,56,11.77204499981599,reply
2,wired,,2026-09-15T19:32:08+10:00,9.9.9.9,9.9.9.9,2,56,64,56,129.61358000029577,reply
2,wired,,2026-09-15T19:32:09+10:00,9.9.9.9,9.9.9.9,3,56,64,56,266.3221069997235,reply
2,wired,,2026-09-15T19:32:10+10:00,9.9.9.9,9.9.9.9,4,56,64,56,7.983064000654849,reply
2,wired,,2026-09-15T19:32:11+10:00,9.9.9.9,9.9.9.9,5,56,64,56,6.70271099988895,reply
2,wired,,2026-09-15T19:32:12+10:00,9.9.9.9,9.9.9.9,6,56,64,56,6.288563999987673,reply
2,wired,,2026-09-15T19:32:13+10:00,9.9.9.9,9.9.9.9,7,56,64,56,15.814633001355105,reply
2,wired,,2026-09-15T19:32:14+10:00,9.9.9.9,9.9.9.9,8,56,64,56,68.80550599998969,reply
2,wired,,2026-09-15T19:32:15+10:00,9.9.9.9,9.9.9.9,9,56,64,56,15.255043001161539,reply
2,wired,,2026-09-15T19:32:16+10:00,9.9.9.9,9.9.9.9,10,56,64,56,13.580871000158368,reply
