rq,condition,distance_km,timestamp,host,ip,sequence,size,bytes,ttl,rtt_ms,status
3,afternoon,,2026-09-15T19:32:17+10:00,1.1.1.1,1.1.1.1,1,56,64,55,63.35733999912918,reply
3,afternoon,,2026-09-15T19:32:18+10:00,1.1.1.1,1.1.1.1,2,56,64,55,95.24858800068614,reply
3,afternoon,,2026-09-15T19:32:19+10:00,1.1.1.1,1.1.1.1,3,56,64,55,13.556665000578505,reply
3,afternoon,,2026-09-15T19:32:20+10:00,1.1.1.1,1.1.1.1,4,56,64,55,12.410153998644091,reply
3,afternoon,,2026-09-15T19:32:21+10:00,1.1.1.1,1.1.1.1,5,56,64,55,16.040888000134146,reply
3,afternoon,,2026-09-15T19:32:22+10:00,1.1.1.1,1.1.1.1,6,56,64,55,74.7714739991352,reply
3,afternoon,,2026-09-15T19:32:23+10:00,1.1.1.1,1.1.1.1,7,56,64,55,12.872842000433593,reply
3,afternoon,,2026-09-15T19:32:24+10:00,1.1.1.1,1.1.1.1,8,56,64,55,13.197041000239551,reply
3,afternoon,,2026-09-15T19:32:25+10:00,1.1.1.1,1.1.1.1,9,56,64,55,15.15637800002878,reply
3,afternoon,,2026-09-15T19:32:26+10:00,1.1.1.1,1.1.1.1,10,56,64,55,68.93846599996323,reply
3,afternoon,,2026-09-15T19:32:27+10:00,8.8.8.8,8.8.8.8,1,56,64,115,13.727374998779851,reply
3,afternoon,,2026-09-15T19:32:28+10:00,8.8.8.8,8.8.8.8,2,56,64,115,46.36352300076396,reply
3,afternoon,,2026-09-15T19:32:29+10:00,8.8.8.8,8.8.8.8,3,56,64,115,8.922597999116988,reply
3,afternoon,,2026-09-15T19:32:30+10:00,8.8.8.8,8.8.8.8,4,56,64,115,119.34097899938934,reply
3,afternoon,,2026-09-15T19:32:31+10:00,8.8.8.8,8.8.8.8,5,56,64,115,8.413592000579229,reply
3,afternoon,,2026-09-15T19:32:32+10:00,8.8.8.8,8.8.8.8,6,56,64,115,8.784558000115794,reply
3,afternoon,,2026-09-15T19:32:33+10:00,8.8.8.8,8.8.8.8,7,56,64,115,177.11221299941826,reply
3,afternoon,,2026-09-15T19:32:34+10:00,8.8.8.8,8.8.8.8,8,56,64,115,7.565339999928256,reply
3,afternoon,,2026-09-15T19:32:35+10:00,8.8.8.8,8.8.8.8,9,56,64,115,8.214708999730647,reply
3,afternoon,,2026-09-15T19:32:36+10:00,8.8.8.8,8.8.8.8,10,56,64,115,7.135673000448151,reply
3,afternoon,,2026-09-15T19:32:37+10:00,9.9.9.9,9.9.9.9,1,56,64,56,14.472934999503195,reply
3,afternoon,,2026-09-15T19:32:38+10:00,9.9.9.9,9.9.9.9,2,56,64,56,73.40821499929007,reply
3,afternoon,,2026-09-15T19:32:39+10:00,9.9.9.9,9.9.9.9,3,56,64,56,11.01917300002242,reply
3,afternoon,,2026-09-15T19:32:40+10:00,9.9.9.9,9.9.9.9,4,56,64,56,10.977183999784756,reply
3,afternoon,,2026-09-15T19:32:41+10:00,9.9.9.9,9.9.9.9,5,56,64,56,14.87731399902259,reply
3,afternoon,,2026-09-15T19:32:42+10:00,9.9.9.9,9.9.9.9,6,56,64,56,6.523414000184857,reply
3,afternoon,,2026-09-15T19:32:43+10:00,9.9.9.9,9.9.9.9,7,56,64,56,10.975982000672957,reply
3,afternoon,,2026-09-15T19:32:44+10:00,9.9.9.9,9.9.9.9,8,56,64,56,6.821424000008847,reply
3,afternoon,,2026-09-15T19:32:45+10:00,9.9.9.9,9.9.9.9,9,56,64,56,12.398290999044548,reply
3,afternoon,,2026-09-15T19:32:46+10:00,9.9.9.9,9.9.9.9,10,56,64,56,6.584920000022976,reply
