rq,condition,distance_km,timestamp,host,ip,sequence,size,bytes,ttl,rtt_ms,status
4,far,,2026-09-15T16:02:44+10:00,108.61.194.105,108.61.194.105,5,56,64,45,175.81682396121323,reply
4,far,,2026-09-15T16:02:45+10:00,108.61.194.105,108.61.194.105,6,56,64,45,159.60364893544465,reply
4,far,,2026-09-15T16:02:46+10:00,108.61.194.105,108.61.194.105,7,56,64,45,164.64387497399002,reply
4,far,,2026-09-15T16:02:47+10:00,108.61.194.105,108.61.194.105,8,56,64,45,166.6010560002178,reply
4,far,,2026-09-15T16:02:48+10:00,108.61.194.105,108.61.194.105,9,56,64,45,158.29194791149348,reply
4,far,,2026-09-15T16:02:49+10:00,108.61.194.105,108.61.194.105,10,56,64,45,160.7331190025434,reply
4,far,,2026-09-15T16:02:50+10:00,108.61.198.102,108.61.198.102,1,56,64,42,277.3484439821914,reply
4,far,,2026-09-15T16:02:51+10:00,108.61.198.102,108.61.198.102,2,56,64,42,278.55776308570057,reply
4,far,,2026-09-15T16:02:52+10:00,108.61.198.102,108.61.198.102,3,56,64,42,277.76158903725445,reply
4,far,,2026-09-15T16:02:53+10:00,108.61.198.102,108.61.198.102,4,56,64,42,314.3857339164242,reply
4,far,,2026-09-15T16:02:54+10:00,108.61.198.102,108.61.198.102,5,56,64,42,285.54300602991134,reply
4,far,,2026-09-15T16:02:55+10:00,108.61.198.102,108.61.198.102,6,56,64,42,278.64039805717766,reply
4,far,,2026-09-15T16:02:56+10:00,108.61.198.102,108.61.198.102,7,56,64,42,277.8290859423578,reply
4,far,,2026-09-15T16:02:57+10:00,108.61.198.102,108.61.198.102,8,56,64,42,278.499644016847,reply
4,far,,2026-09-15T16:02:58+10:00,108.61.198.102,108.61.198.102,9,56,64,42,288.69541094172746,reply
4,far,,2026-09-15T16:02:59+10:00,108.61.198.102,108.61.198.102,10,56,64,42,285.76437302399427,reply
4,far,,2026-09-15T16:03:00+10:00,108.61.210.117,108.61.210.117,1,56,64,41,282.63510193210095,reply
4,far,,2026-09-15T16:03:01+10:00,108.61.210.117,108.61.210.117,2,56,64,41,278.7265799706802,reply
4,far,,2026-09-15T16:03:02+10:00,108.61.210.117,108.61.210.117,3,56,64,41,284.73474201746285,reply
4,far,,2026-09-15T16:03:03+10:00,108.61.210.117,108.61.210.117,4,56,64,41,283.0482179997489,reply
4,far,,2026-09-15T16:03:04+10:00,108.61.210.117,108.61.210.117,5,56,64,41,285.38022201973945,reply
4,far,,2026-09-15T16:03:05+10:00,108.61.210.117,108.61.210.117,6,56,64,41,288.310440024361,reply
4,far,,2026-09-15T16:03:06+10:00,108.61.210.117,108.61.210.117,7,56,64,41,280.3756739012897,reply
4,far,,2026-09-15T16:03:07+10:00,108.61.210.117,108.61.210.117,8,56,64,41,283.9570629876107,reply
4,far,,2026-09-15T16:03:08+10:00,108.61.210.117,108.61.210.117,9,56,64,41,280.26622999459505,reply
4,far,,2026-09-15T16:03:09+10:00,108.61.210.117,108.61.210.117,10,56,64,41,281.8259159103036,reply
