rq,condition,distance_km,timestamp,host,ip,sequence,size,bytes,ttl,rtt_ms,status
2,wired,,2026-09-15T16:00:38+10:00,1.1.1.1,1.1.1.1,1,56,64,54,18.920503091067076,reply
2,wired,,2026-09-15T16:00:39+10:00,1.1.1.1,1.1.1.1,2,56,64,54,17.697699018754065,reply
2,wired,,2026-09-15T16:00:40+10:00,1.1.1.1,1.1.1.1,3,56,64,54,9.281381033360958,reply
2,wired,,2026-09-15T16:00:41+10:00,1.1.1.1,1.1.1.1,4,56,64,54,23.963843006640673,reply
2,wired,,2026-09-15T16:00:42+10:00,1.1.1.1,1.1.1.1,5,56,64,54,15.091410023160279,reply
2,wired,,2026-09-15T16:00:43+10:00,1.1.1.1,1.1.1.1,6,56,64,54,39.2935510026291,reply
2,wired,,2026-09-15T16:00:44+10:00,1.1.1.1,1.1.1.1,7,56,64,54,9.213363053277135,reply
2,wired,,2026-09-15T16:00:45+10:00,1.1.1.1,1.1.1.1,8,56,64,54,8.810066967271268,reply
2,wired,,2026-09-15T16:00:46+10:00,1.1.1.1,1.1.1.1,9,56,64,54,10.884879040531814,reply
2,wired,,2026-09-15T16:00:47+10:00,1.1.1.1,1.1.1.1,10,56,64,54,8.619369007647038,reply
2,wired,,2026-09-15T16:00:48+10:00,8.8.8.8,8.8.8.8,1,56,64,114,15.612739021889865,reply
2,wired,,2026-09-15T16:00:49+10:00,8.8.8.8,8.8.8.8,2,56,64,114,6.896716891787946,reply
2,wired,,2026-09-15T16:00:50+10:00,8.8.8.8,8.8.8.8,3,56,64,114,7.901001023128629,reply
2,wired,,2026-09-15T16:00:51+10:00,8.8.8.8,8.8.8.8,4,56,64,114,7.662654970772564,reply
2,wired,,2026-09-15T16:00:52+10:00,8.8.8.8,8.8.8.8,5,56,64,114,13.712201965972781,reply
2,wired,,2026-09-15T16:00:53+10:00,8.8.8.8,8.8.8.8,6,56,64,114,9.836573037318885,reply
2,wired,,2026-09-15T16:00:54+10:00,8.8.8.8,8.8.8.8,7,56,64,114,7.97490996774286,reply
2,wired,,2026-09-15T16:00:55+10:00,8.8.8.8,8.8.8.8,8,56,64,114,7.960794027894735,reply
2,wired,,2026-09-15T16:00:56+10:00,8.8.8.8,8.8.8.8,9,56,64,114,8.265175041742623,reply
2,wired,,2026-09-15T16:00:57+10:00,8.8.8.8,8.8.8.8,10,56,64,114,8.766214014030993,reply
2,wired,,2026-09-15T16:00:58+10:00,9.9.9.9,9.9.9.9,1,56,64,55,7.675137021578848,reply
2,wired,,2026-09-15T16:00:59+10:00,9.9.9.9,9.9.9.9,2,56,64,55,7.7864970080554485,reply
2,wired,,2026-09-15T16:01:00+10:00,9.9.9.9,9.9.9.9,3,56,64,55,10.59365295805037,reply
2,wired,,2026-09-15T16:01:01+10:00,9.9.9.9,9.9.9.9,4,56,64,55,13.381973025389016,reply
2,wired,,2026-09-15T16:01:02+10:00,9.9.9.9,9.9.9.9,5,56,64,55,8.7362079648301,reply
2,wired,,2026-09-15T16:01:03+10:00,9.9.9.9,9.9.9.9,6,56,64,55,6.857052911072969,reply
2,wired,,2026-09-15T16:01:04+10:00,9.9.9.9,9.9.9.9,7,56,64,55,9.095572051592171,reply
2,wired,,2026-09-15T16:01:05+10:00,9.9.9.9,9.9.9.9,8,56,64,55,35.41856200899929,reply
2,wired,,2026-09-15T16:01:06+10:00,9.9.9.9,9.9.9.9,9,56,64,55,10.611205012537539,reply
2,wired,,2026-09-15T16:01:07+10:00,9.9.9.9,9.9.9.9,10,56,64,55,10.925275040790439,reply
