rq,condition,ip,size,distance_km,date,attempts,sent,replies,loss_pct,mean_ms,min_ms,max_ms
3,afternoon,1.1.1.1,56,,2026-09-15,10,10,10,0.0,38.55498359989724,12.410153998644091,95.24858800068614
3,afternoon,8.8.8.8,56,,2026-09-15,10,10,10,0.0,40.55805599982705,7.135673000448151,177.11221299941826
3,afternoon,9.9.9.9,56,,2026-09-15,10,10,10,0.0,16.80588519975572,6.523414000184857,73.40821499929007
